BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	cell_type_s	source_name_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
SAMN05946093	SRX2271681	18	11	SRR4455171	SRS1762784	GSM2361535	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946092	SRX2271682	2	1	SRR4455172	SRS1762785	GSM2361536	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946092	SRX2271682	2	1	SRR4455173	SRS1762785	GSM2361536	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946091	SRX2271683	11	7	SRR4455174	SRS1762786	GSM2361537	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946091	SRX2271683	11	7	SRR4455175	SRS1762786	GSM2361537	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946090	SRX2271684	10	6	SRR4455176	SRS1762787	GSM2361538	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946090	SRX2271684	10	6	SRR4455177	SRS1762787	GSM2361538	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946089	SRX2271685	12	7	SRR4455178	SRS1762788	GSM2361539	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946089	SRX2271685	12	7	SRR4455179	SRS1762788	GSM2361539	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946088	SRX2271686	0	0	SRR4455180	SRS1762789	GSM2361540	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946088	SRX2271686	0	0	SRR4455181	SRS1762789	GSM2361540	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946087	SRX2271687	10	6	SRR4455182	SRS1762792	GSM2361541	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946087	SRX2271687	10	6	SRR4455183	SRS1762792	GSM2361541	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946086	SRX2271688	12	7	SRR4455184	SRS1762790	GSM2361542	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946086	SRX2271688	12	7	SRR4455185	SRS1762790	GSM2361542	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946085	SRX2271689	19	11	SRR4455186	SRS1762791	GSM2361543	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946085	SRX2271689	19	11	SRR4455187	SRS1762791	GSM2361543	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946084	SRX2271690	4	2	SRR4455188	SRS1762793	GSM2361544	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946084	SRX2271690	4	2	SRR4455189	SRS1762793	GSM2361544	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946083	SRX2271691	15	9	SRR4455190	SRS1762794	GSM2361545	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946083	SRX2271691	15	9	SRR4455191	SRS1762794	GSM2361545	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946082	SRX2271692	11	6	SRR4455192	SRS1762795	GSM2361546	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946082	SRX2271692	11	6	SRR4455193	SRS1762795	GSM2361546	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946081	SRX2271693	12	7	SRR4455194	SRS1762796	GSM2361547	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946081	SRX2271693	12	7	SRR4455195	SRS1762796	GSM2361547	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946080	SRX2271694	10	6	SRR4455196	SRS1762797	GSM2361548	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946080	SRX2271694	10	6	SRR4455197	SRS1762797	GSM2361548	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946079	SRX2271695	1	0	SRR4455198	SRS1762798	GSM2361549	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946079	SRX2271695	1	0	SRR4455199	SRS1762798	GSM2361549	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946078	SRX2271696	9	6	SRR4455200	SRS1762799	GSM2361550	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946078	SRX2271696	9	6	SRR4455201	SRS1762799	GSM2361550	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946077	SRX2271697	10	6	SRR4455202	SRS1762800	GSM2361551	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946077	SRX2271697	10	6	SRR4455203	SRS1762800	GSM2361551	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946076	SRX2271698	15	9	SRR4455204	SRS1762801	GSM2361552	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946076	SRX2271698	15	9	SRR4455205	SRS1762801	GSM2361552	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946075	SRX2271699	14	9	SRR4455206	SRS1762802	GSM2361553	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946075	SRX2271699	14	9	SRR4455207	SRS1762802	GSM2361553	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946074	SRX2271700	12	8	SRR4455208	SRS1762803	GSM2361554	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946074	SRX2271700	12	8	SRR4455209	SRS1762803	GSM2361554	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946073	SRX2271701	10	6	SRR4455210	SRS1762804	GSM2361555	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946073	SRX2271701	10	6	SRR4455211	SRS1762804	GSM2361555	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946072	SRX2271702	8	5	SRR4455212	SRS1762805	GSM2361556	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946072	SRX2271702	8	5	SRR4455213	SRS1762805	GSM2361556	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946071	SRX2271703	11	7	SRR4455214	SRS1762806	GSM2361557	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946071	SRX2271703	11	7	SRR4455215	SRS1762806	GSM2361557	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946070	SRX2271704	15	9	SRR4455216	SRS1762807	GSM2361558	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946070	SRX2271704	16	10	SRR4455217	SRS1762807	GSM2361558	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946198	SRX2271705	16	10	SRR4455218	SRS1762808	GSM2361559	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946198	SRX2271705	16	10	SRR4455219	SRS1762808	GSM2361559	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946197	SRX2271706	14	8	SRR4455220	SRS1762811	GSM2361560	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946197	SRX2271706	14	8	SRR4455221	SRS1762811	GSM2361560	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946196	SRX2271707	13	8	SRR4455222	SRS1762809	GSM2361561	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946196	SRX2271707	13	8	SRR4455223	SRS1762809	GSM2361561	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946195	SRX2271708	13	8	SRR4455224	SRS1762810	GSM2361562	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946195	SRX2271708	13	8	SRR4455225	SRS1762810	GSM2361562	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946194	SRX2271709	7	4	SRR4455226	SRS1762812	GSM2361563	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946194	SRX2271709	7	4	SRR4455227	SRS1762812	GSM2361563	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946193	SRX2271710	3	1	SRR4455228	SRS1762813	GSM2361564	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946193	SRX2271710	3	1	SRR4455229	SRS1762813	GSM2361564	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946192	SRX2271711	21	13	SRR4455230	SRS1762814	GSM2361565	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946192	SRX2271711	21	13	SRR4455231	SRS1762814	GSM2361565	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946191	SRX2271712	17	11	SRR4455232	SRS1762815	GSM2361566	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946191	SRX2271712	17	11	SRR4455233	SRS1762815	GSM2361566	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946190	SRX2271713	4	3	SRR4455234	SRS1762817	GSM2361567	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946190	SRX2271713	4	3	SRR4455235	SRS1762817	GSM2361567	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946189	SRX2271714	16	10	SRR4455236	SRS1762816	GSM2361568	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946189	SRX2271714	16	10	SRR4455237	SRS1762816	GSM2361568	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946188	SRX2271715	12	7	SRR4455238	SRS1762818	GSM2361569	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946188	SRX2271715	12	7	SRR4455239	SRS1762818	GSM2361569	CD1c+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946187	SRX2271716	5	3	SRR4455240	SRS1762819	GSM2361570	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946187	SRX2271716	5	3	SRR4455241	SRS1762819	GSM2361570	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946186	SRX2271717	3	2	SRR4455242	SRS1762820	GSM2361571	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946186	SRX2271717	3	2	SRR4455243	SRS1762820	GSM2361571	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946185	SRX2271718	35	23	SRR4455244	SRS1762822	GSM2361572	CD141+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946184	SRX2271719	8	6	SRR4455245	SRS1762821	GSM2361573	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946183	SRX2271720	33	22	SRR4455246	SRS1762823	GSM2361574	CD141+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946181	SRX2271721	11	8	SRR4455247	SRS1762824	GSM2361575	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946180	SRX2271722	16	11	SRR4455248	SRS1762825	GSM2361576	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946179	SRX2271723	6	5	SRR4455249	SRS1762826	GSM2361577	CD141+ cDC	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946178	SRX2271724	24	16	SRR4455250	SRS1762827	GSM2361578	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946177	SRX2271725	33	22	SRR4455251	SRS1762828	GSM2361579	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946176	SRX2271726	37	25	SRR4455252	SRS1762829	GSM2361580	primary human conventional dendritic cells (cDCs)	Blood Dendritic Cells	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
