AvgSpotLen_l	BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	Stage_s	source_name_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
200	SAMN04304414	SRX1457150	217	164	SRR2967704	SRS1184261	GSM1957685	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304415	SRX1457151	248	189	SRR2967705	SRS1184260	GSM1957686	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304416	SRX1457152	341	253	SRR2967706	SRS1184259	GSM1957687	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304417	SRX1457153	350	261	SRR2967707	SRS1184258	GSM1957688	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304418	SRX1457154	346	257	SRR2967708	SRS1184256	GSM1957689	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304419	SRX1457155	296	223	SRR2967709	SRS1184257	GSM1957690	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304420	SRX1457156	297	219	SRR2967710	SRS1184255	GSM1957691	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304422	SRX1457158	349	260	SRR2967712	SRS1184254	GSM1957693	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304423	SRX1457159	274	208	SRR2967713	SRS1184253	GSM1957694	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304424	SRX1457160	221	165	SRR2967714	SRS1184252	GSM1957695	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304425	SRX1457161	306	228	SRR2967715	SRS1184251	GSM1957696	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304426	SRX1457162	254	188	SRR2967716	SRS1184250	GSM1957697	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304427	SRX1457163	355	260	SRR2967717	SRS1184249	GSM1957698	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304428	SRX1457164	347	258	SRR2967718	SRS1184248	GSM1957699	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304429	SRX1457165	308	231	SRR2967719	SRS1184246	GSM1957700	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304430	SRX1457166	246	180	SRR2967720	SRS1184247	GSM1957701	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304431	SRX1457167	251	188	SRR2967721	SRS1184245	GSM1957702	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304432	SRX1457168	247	186	SRR2967722	SRS1184244	GSM1957703	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304433	SRX1457169	239	178	SRR2967723	SRS1184243	GSM1957704	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304434	SRX1457170	231	175	SRR2967724	SRS1184241	GSM1957705	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304435	SRX1457171	185	139	SRR2967725	SRS1184242	GSM1957706	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304317	SRX1457173	144	108	SRR2967727	SRS1184240	GSM1957708	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304318	SRX1457174	297	220	SRR2967728	SRS1184239	GSM1957709	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304319	SRX1457175	253	188	SRR2967729	SRS1184238	GSM1957710	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304320	SRX1457176	121	88	SRR2967730	SRS1184237	GSM1957711	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304321	SRX1457177	237	178	SRR2967731	SRS1184236	GSM1957712	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304322	SRX1457178	273	201	SRR2967732	SRS1184235	GSM1957713	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304323	SRX1457179	277	210	SRR2967733	SRS1184234	GSM1957714	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304324	SRX1457180	250	189	SRR2967734	SRS1184233	GSM1957715	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304325	SRX1457181	264	201	SRR2967735	SRS1184232	GSM1957716	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304326	SRX1457182	220	167	SRR2967736	SRS1184231	GSM1957717	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304327	SRX1457183	268	203	SRR2967737	SRS1184230	GSM1957718	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304328	SRX1457184	260	196	SRR2967738	SRS1184229	GSM1957719	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304329	SRX1457185	316	237	SRR2967739	SRS1184228	GSM1957720	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304330	SRX1457186	281	212	SRR2967740	SRS1184227	GSM1957721	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304331	SRX1457187	295	223	SRR2967741	SRS1184226	GSM1957722	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304333	SRX1457189	266	199	SRR2967743	SRS1184225	GSM1957724	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304334	SRX1457190	271	204	SRR2967744	SRS1184224	GSM1957725	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304335	SRX1457191	250	189	SRR2967745	SRS1184223	GSM1957726	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304336	SRX1457192	231	175	SRR2967746	SRS1184221	GSM1957727	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304337	SRX1457193	218	166	SRR2967747	SRS1184222	GSM1957728	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304338	SRX1457194	236	178	SRR2967748	SRS1184220	GSM1957729	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304339	SRX1457195	253	187	SRR2967749	SRS1184219	GSM1957730	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304340	SRX1457196	328	245	SRR2967750	SRS1184216	GSM1957731	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304341	SRX1457197	301	224	SRR2967751	SRS1184217	GSM1957732	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304342	SRX1457198	240	177	SRR2967752	SRS1184218	GSM1957733	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304343	SRX1457199	211	159	SRR2967753	SRS1184214	GSM1957734	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304344	SRX1457200	230	174	SRR2967754	SRS1184212	GSM1957735	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304345	SRX1457201	230	173	SRR2967755	SRS1184215	GSM1957736	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304346	SRX1457202	195	147	SRR2967756	SRS1184213	GSM1957737	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304347	SRX1457203	208	158	SRR2967757	SRS1184210	GSM1957738	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304348	SRX1457204	235	178	SRR2967758	SRS1184211	GSM1957739	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304357	SRX1457205	272	203	SRR2967759	SRS1184207	GSM1957740	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304349	SRX1457206	337	251	SRR2967760	SRS1184208	GSM1957741	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304351	SRX1457208	207	153	SRR2967762	SRS1184209	GSM1957743	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304352	SRX1457209	212	160	SRR2967763	SRS1184206	GSM1957744	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304353	SRX1457210	232	174	SRR2967764	SRS1184205	GSM1957745	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304354	SRX1457211	237	182	SRR2967765	SRS1184204	GSM1957746	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304355	SRX1457212	221	168	SRR2967766	SRS1184202	GSM1957747	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304356	SRX1457213	149	114	SRR2967767	SRS1184203	GSM1957748	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304188	SRX1456884	353	269	SRR2967438	SRS1184515	GSM1957386	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304189	SRX1456885	263	200	SRR2967439	SRS1184514	GSM1957387	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304190	SRX1456886	379	290	SRR2967440	SRS1184513	GSM1957388	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304191	SRX1456887	384	293	SRR2967441	SRS1184512	GSM1957389	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304192	SRX1456888	276	213	SRR2967442	SRS1184511	GSM1957390	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304193	SRX1456889	351	264	SRR2967443	SRS1184509	GSM1957391	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304194	SRX1456890	322	245	SRR2967444	SRS1184510	GSM1957392	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304195	SRX1456891	307	235	SRR2967445	SRS1184508	GSM1957393	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304196	SRX1456892	287	216	SRR2967446	SRS1184507	GSM1957394	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304197	SRX1456893	370	283	SRR2967447	SRS1184506	GSM1957395	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304198	SRX1456894	291	224	SRR2967448	SRS1184505	GSM1957396	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304199	SRX1456895	267	204	SRR2967449	SRS1184504	GSM1957397	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304200	SRX1456896	330	250	SRR2967450	SRS1184503	GSM1957398	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304201	SRX1456897	320	244	SRR2967451	SRS1184502	GSM1957399	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304202	SRX1456898	326	248	SRR2967452	SRS1184500	GSM1957400	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304203	SRX1456899	358	274	SRR2967453	SRS1184501	GSM1957401	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304204	SRX1456900	263	198	SRR2967454	SRS1184499	GSM1957402	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304208	SRX1456901	249	192	SRR2967455	SRS1184498	GSM1957403	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304269	SRX1456902	271	206	SRR2967456	SRS1184497	GSM1957404	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304270	SRX1456903	317	242	SRR2967457	SRS1184496	GSM1957405	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04304271	SRX1456904	355	273	SRR2967458	SRS1184495	GSM1957406	53 days	ESC H9	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
