AvgSpotLen_l	BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	inferred_cell_type_s	source_name_s	strain_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	ReleaseDate_s	SRA_Study_s
51	SAMN05561131	SRX2044668	2016-08-24	92	89	Homo sapiens	SRR4055143	SRS1637167	GSM2268418	pooled male and female	7w	hDA1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561130	SRX2044669	2016-08-24	119	115	Homo sapiens	SRR4055144	SRS1637168	GSM2268419	pooled male and female	7w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561129	SRX2044670	2016-08-24	64	63	Homo sapiens	SRR4055145	SRS1637169	GSM2268420	pooled male and female	7w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561128	SRX2044671	2016-08-24	111	108	Homo sapiens	SRR4055146	SRS1637170	GSM2268421	pooled male and female	7w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561127	SRX2044672	2016-08-24	82	80	Homo sapiens	SRR4055147	SRS1637171	GSM2268422	pooled male and female	7w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561126	SRX2044673	2016-08-24	209	200	Homo sapiens	SRR4055148	SRS1637172	GSM2268423	pooled male and female	7w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561125	SRX2044674	2016-08-24	185	174	Homo sapiens	SRR4055149	SRS1637173	GSM2268424	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561124	SRX2044675	2016-08-24	146	141	Homo sapiens	SRR4055150	SRS1637174	GSM2268425	pooled male and female	7w	hNbM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561121	SRX2044676	2016-08-24	114	110	Homo sapiens	SRR4055151	SRS1637175	GSM2268426	pooled male and female	7w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561120	SRX2044677	2016-08-24	197	187	Homo sapiens	SRR4055152	SRS1637176	GSM2268427	pooled male and female	7w	hRgl1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561119	SRX2044678	2016-08-24	99	95	Homo sapiens	SRR4055153	SRS1637177	GSM2268428	pooled male and female	7w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561123	SRX2044679	2016-08-24	86	84	Homo sapiens	SRR4055154	SRS1637178	GSM2268429	pooled male and female	7w	hPeric	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561122	SRX2044680	2016-08-24	145	139	Homo sapiens	SRR4055155	SRS1637179	GSM2268430	pooled male and female	7w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561273	SRX2044682	2016-08-24	84	82	Homo sapiens	SRR4055157	SRS1637180	GSM2268432	pooled male and female	7w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561274	SRX2044681	2016-08-24	99	97	Homo sapiens	SRR4055156	SRS1637181	GSM2268431	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561272	SRX2044683	2016-08-24	93	90	Homo sapiens	SRR4055158	SRS1637182	GSM2268433	pooled male and female	7w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561271	SRX2044684	2016-08-24	79	77	Homo sapiens	SRR4055159	SRS1637183	GSM2268434	pooled male and female	7w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561270	SRX2044685	2016-08-24	124	120	Homo sapiens	SRR4055160	SRS1637184	GSM2268435	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05562047	SRX2044686	2016-08-24	92	91	Homo sapiens	SRR4055161	SRS1637185	GSM2268436	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561269	SRX2044687	2016-08-24	93	91	Homo sapiens	SRR4055162	SRS1637186	GSM2268437	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561268	SRX2044688	2016-08-24	92	91	Homo sapiens	SRR4055163	SRS1637187	GSM2268438	pooled male and female	7w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561267	SRX2044689	2016-08-24	87	85	Homo sapiens	SRR4055164	SRS1637188	GSM2268439	pooled male and female	7w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561266	SRX2044690	2016-08-24	253	245	Homo sapiens	SRR4055165	SRS1637189	GSM2268440	pooled male and female	7w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561265	SRX2044691	2016-08-24	32	30	Homo sapiens	SRR4055166	SRS1637190	GSM2268441	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561264	SRX2044692	2016-08-24	88	86	Homo sapiens	SRR4055167	SRS1637191	GSM2268442	pooled male and female	7w	hNbML5	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561263	SRX2044693	2016-08-24	80	78	Homo sapiens	SRR4055168	SRS1637192	GSM2268443	pooled male and female	7w	hDA0	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561262	SRX2044694	2016-08-24	88	87	Homo sapiens	SRR4055169	SRS1637193	GSM2268444	pooled male and female	7w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561261	SRX2044695	2016-08-24	68	67	Homo sapiens	SRR4055170	SRS1637194	GSM2268445	pooled male and female	7w	hDA0	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561260	SRX2044696	2016-08-24	94	92	Homo sapiens	SRR4055171	SRS1637195	GSM2268446	pooled male and female	7w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561259	SRX2044697	2016-08-24	88	87	Homo sapiens	SRR4055172	SRS1637196	GSM2268447	pooled male and female	7w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561258	SRX2044698	2016-08-24	180	173	Homo sapiens	SRR4055173	SRS1637197	GSM2268448	pooled male and female	7w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561257	SRX2044699	2016-08-24	92	90	Homo sapiens	SRR4055174	SRS1637198	GSM2268449	pooled male and female	7w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561256	SRX2044700	2016-08-24	74	73	Homo sapiens	SRR4055175	SRS1637199	GSM2268450	pooled male and female	7w	hDA1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561255	SRX2044701	2016-08-24	117	114	Homo sapiens	SRR4055176	SRS1637201	GSM2268451	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561254	SRX2044702	2016-08-24	107	105	Homo sapiens	SRR4055177	SRS1637200	GSM2268452	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561253	SRX2044703	2016-08-24	79	78	Homo sapiens	SRR4055178	SRS1637202	GSM2268453	pooled male and female	7w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561252	SRX2044704	2016-08-24	130	126	Homo sapiens	SRR4055179	SRS1637203	GSM2268454	pooled male and female	7w	hDA1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561251	SRX2044705	2016-08-24	93	91	Homo sapiens	SRR4055180	SRS1637204	GSM2268455	pooled male and female	7w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561250	SRX2044706	2016-08-24	106	104	Homo sapiens	SRR4055181	SRS1637205	GSM2268456	pooled male and female	7w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561249	SRX2044707	2016-08-24	124	121	Homo sapiens	SRR4055182	SRS1637206	GSM2268457	pooled male and female	7w	hRgl2b	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561248	SRX2044708	2016-08-24	108	106	Homo sapiens	SRR4055184	SRS1637207	GSM2268458	pooled male and female	7w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561247	SRX2044709	2016-08-24	65	64	Homo sapiens	SRR4055185	SRS1637208	GSM2268459	pooled male and female	7w	hNbML5	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561246	SRX2044710	2016-08-24	94	92	Homo sapiens	SRR4055186	SRS1637209	GSM2268460	pooled male and female	7w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561245	SRX2044711	2016-08-24	164	158	Homo sapiens	SRR4055187	SRS1637210	GSM2268461	pooled male and female	7w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561454	SRX2044712	2016-08-24	154	150	Homo sapiens	SRR4055188	SRS1637211	GSM2268462	pooled male and female	7w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561453	SRX2044713	2016-08-24	84	83	Homo sapiens	SRR4055189	SRS1637212	GSM2268463	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561452	SRX2044714	2016-08-24	59	59	Homo sapiens	SRR4055190	SRS1637213	GSM2268464	pooled male and female	7w	hDA0	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561451	SRX2044715	2016-08-24	52	51	Homo sapiens	SRR4055191	SRS1637214	GSM2268465	pooled male and female	7w	hDA0	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561450	SRX2044716	2016-08-24	73	71	Homo sapiens	SRR4055192	SRS1637215	GSM2268466	pooled male and female	7w	hDA1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561449	SRX2044717	2016-08-24	81	81	Homo sapiens	SRR4055193	SRS1637216	GSM2268467	pooled male and female	7w	hDA0	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561448	SRX2044718	2016-08-24	68	68	Homo sapiens	SRR4055194	SRS1637217	GSM2268468	pooled male and female	7w	hRgl2a	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561447	SRX2044719	2016-08-24	70	69	Homo sapiens	SRR4055195	SRS1637218	GSM2268469	pooled male and female	7w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561446	SRX2044720	2016-08-24	14	14	Homo sapiens	SRR4055196	SRS1637219	GSM2268470	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561446	SRX2044720	2016-08-24	76	74	Homo sapiens	SRR4055197	SRS1637219	GSM2268470	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561445	SRX2044721	2016-08-24	11	12	Homo sapiens	SRR4055198	SRS1637220	GSM2268471	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561445	SRX2044721	2016-08-24	65	63	Homo sapiens	SRR4055199	SRS1637220	GSM2268471	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561444	SRX2044722	2016-08-24	12	13	Homo sapiens	SRR4055200	SRS1637221	GSM2268472	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561444	SRX2044722	2016-08-24	70	69	Homo sapiens	SRR4055201	SRS1637221	GSM2268472	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561443	SRX2044723	2016-08-24	1	2	Homo sapiens	SRR4055202	SRS1637222	GSM2268473	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561443	SRX2044723	2016-08-24	10	10	Homo sapiens	SRR4055203	SRS1637222	GSM2268473	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561442	SRX2044724	2016-08-24	5	5	Homo sapiens	SRR4055204	SRS1637223	GSM2268474	?	9w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561442	SRX2044724	2016-08-24	33	33	Homo sapiens	SRR4055205	SRS1637223	GSM2268474	?	9w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561441	SRX2044725	2016-08-24	9	9	Homo sapiens	SRR4055206	SRS1637224	GSM2268475	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561441	SRX2044725	2016-08-24	51	50	Homo sapiens	SRR4055207	SRS1637224	GSM2268475	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561440	SRX2044726	2016-08-24	2	2	Homo sapiens	SRR4055208	SRS1637225	GSM2268476	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561440	SRX2044726	2016-08-24	14	14	Homo sapiens	SRR4055209	SRS1637225	GSM2268476	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561439	SRX2044727	2016-08-24	9	10	Homo sapiens	SRR4055210	SRS1637226	GSM2268477	?	9w	hNbML5	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561439	SRX2044727	2016-08-24	55	53	Homo sapiens	SRR4055211	SRS1637226	GSM2268477	?	9w	hNbML5	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561438	SRX2044728	2016-08-24	8	9	Homo sapiens	SRR4055212	SRS1637227	GSM2268478	?	9w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561438	SRX2044728	2016-08-24	47	45	Homo sapiens	SRR4055213	SRS1637227	GSM2268478	?	9w	hRN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561437	SRX2044729	2016-08-24	9	10	Homo sapiens	SRR4055214	SRS1637228	GSM2268479	?	9w	hGaba	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561437	SRX2044729	2016-08-24	57	56	Homo sapiens	SRR4055215	SRS1637228	GSM2268479	?	9w	hGaba	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561436	SRX2044730	2016-08-24	8	9	Homo sapiens	SRR4055216	SRS1637229	GSM2268480	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561436	SRX2044730	2016-08-24	51	50	Homo sapiens	SRR4055217	SRS1637229	GSM2268480	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561435	SRX2044731	2016-08-24	3	3	Homo sapiens	SRR4055218	SRS1637230	GSM2268481	?	9w	hNbML1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561435	SRX2044731	2016-08-24	17	16	Homo sapiens	SRR4055219	SRS1637230	GSM2268481	?	9w	hNbML1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561434	SRX2044732	2016-08-24	11	11	Homo sapiens	SRR4055220	SRS1637231	GSM2268482	?	9w	hGaba	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561434	SRX2044732	2016-08-24	61	59	Homo sapiens	SRR4055221	SRS1637231	GSM2268482	?	9w	hGaba	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561433	SRX2044733	2016-08-24	2	3	Homo sapiens	SRR4055222	SRS1637233	GSM2268483	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561433	SRX2044733	2016-08-24	16	16	Homo sapiens	SRR4055223	SRS1637233	GSM2268483	?	9w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
51	SAMN05561432	SRX2044734	2016-08-24	18	19	Homo sapiens	SRR4055224	SRS1637232	GSM2268484	?	9w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
