Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[cell line]	Characteristics[strain]	Characteristics[specimen with known storage state]	Characteristics[cell cycle stage]	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Comment[spike sequence file]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle stage]
G1_cell17	ERS527268	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell17	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell17	sequencing assay	ERX538167	G1_Cell17_1.fastq.gz	G1_Cell17_1.fastq.gz	ERR580142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580142/ERR580142_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell17	ERS527268	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell17	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell17	sequencing assay	ERX538167	G1_Cell17_2.fastq.gz	G1_Cell17_2.fastq.gz	ERR580142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580142/ERR580142_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell18	ERS527342	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell18	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell18	sequencing assay	ERX538241	G1_Cell18_1.fastq.gz	G1_Cell18_1.fastq.gz	ERR580029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580029/ERR580029_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell18	ERS527342	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell18	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell18	sequencing assay	ERX538241	G1_Cell18_2.fastq.gz	G1_Cell18_2.fastq.gz	ERR580029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580029/ERR580029_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell19	ERS527355	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell19	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell19	sequencing assay	ERX538254	G1_Cell19_1.fastq.gz	G1_Cell19_1.fastq.gz	ERR580291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580291/ERR580291_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell19	ERS527355	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell19	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell19	sequencing assay	ERX538254	G1_Cell19_2.fastq.gz	G1_Cell19_2.fastq.gz	ERR580291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580291/ERR580291_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell20	ERS527442	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell20	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell20	sequencing assay	ERX538341	G1_Cell20_1.fastq.gz	G1_Cell20_1.fastq.gz	ERR580024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580024/ERR580024_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell20	ERS527442	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell20	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell20	sequencing assay	ERX538341	G1_Cell20_2.fastq.gz	G1_Cell20_2.fastq.gz	ERR580024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580024/ERR580024_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell21	ERS527491	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell21	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell21	sequencing assay	ERX538390	G1_Cell21_1.fastq.gz	G1_Cell21_1.fastq.gz	ERR580195	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580195/ERR580195_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell21	ERS527491	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell21	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell21	sequencing assay	ERX538390	G1_Cell21_2.fastq.gz	G1_Cell21_2.fastq.gz	ERR580195	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580195/ERR580195_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell22	ERS527331	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell22	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell22	sequencing assay	ERX538230	G1_Cell22_1.fastq.gz	G1_Cell22_1.fastq.gz	ERR580103	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580103/ERR580103_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell22	ERS527331	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell22	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell22	sequencing assay	ERX538230	G1_Cell22_2.fastq.gz	G1_Cell22_2.fastq.gz	ERR580103	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580103/ERR580103_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell23	ERS527260	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell23	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell23	sequencing assay	ERX538159	G1_Cell23_1.fastq.gz	G1_Cell23_1.fastq.gz	ERR580284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580284/ERR580284_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell23	ERS527260	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell23	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell23	sequencing assay	ERX538159	G1_Cell23_2.fastq.gz	G1_Cell23_2.fastq.gz	ERR580284	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580284/ERR580284_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell24	ERS527456	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell24	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell24	sequencing assay	ERX538355	G1_Cell24_1.fastq.gz	G1_Cell24_1.fastq.gz	ERR580068	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580068/ERR580068_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell24	ERS527456	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell24	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell24	sequencing assay	ERX538355	G1_Cell24_2.fastq.gz	G1_Cell24_2.fastq.gz	ERR580068	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580068/ERR580068_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell25	ERS527434	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell25	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell25	sequencing assay	ERX538333	G1_Cell25_1.fastq.gz	G1_Cell25_1.fastq.gz	ERR580181	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580181/ERR580181_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell25	ERS527434	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell25	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell25	sequencing assay	ERX538333	G1_Cell25_2.fastq.gz	G1_Cell25_2.fastq.gz	ERR580181	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580181/ERR580181_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell26	ERS527374	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell26	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell26	sequencing assay	ERX538273	G1_Cell26_1.fastq.gz	G1_Cell26_1.fastq.gz	ERR580285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580285/ERR580285_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell26	ERS527374	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell26	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell26	sequencing assay	ERX538273	G1_Cell26_2.fastq.gz	G1_Cell26_2.fastq.gz	ERR580285	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580285/ERR580285_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell27	ERS527283	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell27	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell27	sequencing assay	ERX538182	G1_Cell27_1.fastq.gz	G1_Cell27_1.fastq.gz	ERR580094	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580094/ERR580094_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell27	ERS527283	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell27	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell27	sequencing assay	ERX538182	G1_Cell27_2.fastq.gz	G1_Cell27_2.fastq.gz	ERR580094	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580094/ERR580094_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell28	ERS527387	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell28	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell28	sequencing assay	ERX538286	G1_Cell28_1.fastq.gz	G1_Cell28_1.fastq.gz	ERR580230	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580230/ERR580230_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell28	ERS527387	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell28	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell28	sequencing assay	ERX538286	G1_Cell28_2.fastq.gz	G1_Cell28_2.fastq.gz	ERR580230	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580230/ERR580230_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell29	ERS527341	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell29	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell29	sequencing assay	ERX538240	G1_Cell29_1.fastq.gz	G1_Cell29_1.fastq.gz	ERR580287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580287/ERR580287_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell29	ERS527341	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell29	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell29	sequencing assay	ERX538240	G1_Cell29_2.fastq.gz	G1_Cell29_2.fastq.gz	ERR580287	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580287/ERR580287_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell30	ERS527327	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell30	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell30	sequencing assay	ERX538226	G1_Cell30_1.fastq.gz	G1_Cell30_1.fastq.gz	ERR580143	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580143/ERR580143_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell30	ERS527327	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell30	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell30	sequencing assay	ERX538226	G1_Cell30_2.fastq.gz	G1_Cell30_2.fastq.gz	ERR580143	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580143/ERR580143_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell31	ERS527495	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell31	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell31	sequencing assay	ERX538394	G1_Cell31_1.fastq.gz	G1_Cell31_1.fastq.gz	ERR580077	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580077/ERR580077_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell31	ERS527495	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell31	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell31	sequencing assay	ERX538394	G1_Cell31_2.fastq.gz	G1_Cell31_2.fastq.gz	ERR580077	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580077/ERR580077_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell32	ERS527472	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell32	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell32	sequencing assay	ERX538371	G1_Cell32_1.fastq.gz	G1_Cell32_1.fastq.gz	ERR580102	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580102/ERR580102_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell32	ERS527472	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell32	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell32	sequencing assay	ERX538371	G1_Cell32_2.fastq.gz	G1_Cell32_2.fastq.gz	ERR580102	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580102/ERR580102_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
G1_cell33	ERS527302	cell	Mus musculus	AB2.2	mESC	fresh specimen	G1	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	G1_cell33	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	G1_cell33	sequencing assay	ERX538201	G1_Cell33_1.fastq.gz	G1_Cell33_1.fastq.gz	ERR580097	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580097/ERR580097_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	G1_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	G1
