BioSample_s	Experiment_s	Instrument_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	curated_cell_type_s	health_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s	tissue_s
SAMN05217497	SRX1832105	Illumina HiSeq 2000	116	72	SRR3649874	SRS1493183	GSM2194255	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217497	SRX1832105	Illumina HiSeq 2000	21	16	SRR3649875	SRS1493183	GSM2194255	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217497	SRX1832105	Illumina HiSeq 2000	286	203	SRR3649876	SRS1493183	GSM2194255	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217498	SRX1832106	Illumina HiSeq 2000	65	39	SRR3649877	SRS1493184	GSM2194256	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217498	SRX1832106	Illumina HiSeq 2000	20	15	SRR3649878	SRS1493184	GSM2194256	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217498	SRX1832106	Illumina HiSeq 2000	161	114	SRR3649879	SRS1493184	GSM2194256	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217499	SRX1832107	Illumina HiSeq 2000	126	75	SRR3649880	SRS1493185	GSM2194257	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217499	SRX1832107	Illumina HiSeq 2000	40	31	SRR3649881	SRS1493185	GSM2194257	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217499	SRX1832107	Illumina HiSeq 2000	289	205	SRR3649882	SRS1493185	GSM2194257	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217500	SRX1832108	Illumina HiSeq 2000	118	69	SRR3649883	SRS1493186	GSM2194258	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217500	SRX1832108	Illumina HiSeq 2000	40	31	SRR3649884	SRS1493186	GSM2194258	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217500	SRX1832108	Illumina HiSeq 2000	299	211	SRR3649885	SRS1493186	GSM2194258	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217501	SRX1832109	Illumina HiSeq 2000	103	60	SRR3649886	SRS1493187	GSM2194259	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217501	SRX1832109	Illumina HiSeq 2000	32	25	SRR3649887	SRS1493187	GSM2194259	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217501	SRX1832109	Illumina HiSeq 2000	262	185	SRR3649888	SRS1493187	GSM2194259	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217502	SRX1832110	Illumina HiSeq 2000	116	68	SRR3649889	SRS1493188	GSM2194260	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217502	SRX1832110	Illumina HiSeq 2000	43	34	SRR3649890	SRS1493188	GSM2194260	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217502	SRX1832110	Illumina HiSeq 2000	310	221	SRR3649891	SRS1493188	GSM2194260	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217503	SRX1832111	Illumina HiSeq 2000	114	67	SRR3649892	SRS1493189	GSM2194261	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217503	SRX1832111	Illumina HiSeq 2000	38	29	SRR3649893	SRS1493189	GSM2194261	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217503	SRX1832111	Illumina HiSeq 2000	287	203	SRR3649894	SRS1493189	GSM2194261	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217504	SRX1832112	Illumina HiSeq 2000	123	72	SRR3649895	SRS1493190	GSM2194262	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217504	SRX1832112	Illumina HiSeq 2000	40	31	SRR3649896	SRS1493190	GSM2194262	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217504	SRX1832112	Illumina HiSeq 2000	309	219	SRR3649897	SRS1493190	GSM2194262	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217505	SRX1832113	Illumina HiSeq 2000	130	78	SRR3649898	SRS1493191	GSM2194263	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217505	SRX1832113	Illumina HiSeq 2000	37	28	SRR3649899	SRS1493191	GSM2194263	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217505	SRX1832113	Illumina HiSeq 2000	320	228	SRR3649900	SRS1493191	GSM2194263	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217506	SRX1832114	Illumina HiSeq 2000	56	41	SRR3649901	SRS1493192	GSM2194264	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217506	SRX1832114	Illumina HiSeq 2000	11	8	SRR3649902	SRS1493192	GSM2194264	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217506	SRX1832114	Illumina HiSeq 2000	137	101	SRR3649903	SRS1493192	GSM2194264	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217507	SRX1832115	Illumina HiSeq 2000	96	56	SRR3649904	SRS1493193	GSM2194265	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217507	SRX1832115	Illumina HiSeq 2000	18	13	SRR3649905	SRS1493193	GSM2194265	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217507	SRX1832115	Illumina HiSeq 2000	243	172	SRR3649906	SRS1493193	GSM2194265	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217512	SRX1832116	Illumina HiSeq 2000	105	62	SRR3649907	SRS1493194	GSM2194266	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217512	SRX1832116	Illumina HiSeq 2000	17	13	SRR3649908	SRS1493194	GSM2194266	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217512	SRX1832116	Illumina HiSeq 2000	257	182	SRR3649909	SRS1493194	GSM2194266	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217513	SRX1832117	Illumina HiSeq 2000	112	66	SRR3649910	SRS1493195	GSM2194267	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217513	SRX1832117	Illumina HiSeq 2000	18	13	SRR3649911	SRS1493195	GSM2194267	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217513	SRX1832117	Illumina HiSeq 2000	297	211	SRR3649912	SRS1493195	GSM2194267	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217514	SRX1832118	Illumina HiSeq 2000	85	53	SRR3649913	SRS1493196	GSM2194268	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217514	SRX1832118	Illumina HiSeq 2000	14	10	SRR3649914	SRS1493196	GSM2194268	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217514	SRX1832118	Illumina HiSeq 2000	202	145	SRR3649915	SRS1493196	GSM2194268	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217515	SRX1832119	Illumina HiSeq 2000	72	42	SRR3649916	SRS1493197	GSM2194269	adult	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217515	SRX1832119	Illumina HiSeq 2000	12	8	SRR3649917	SRS1493197	GSM2194269	adult	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217515	SRX1832119	Illumina HiSeq 2000	198	139	SRR3649918	SRS1493197	GSM2194269	adult	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217508	SRX1832120	Illumina HiSeq 2000	49	37	SRR3649919	SRS1493198	GSM2194270	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217508	SRX1832120	Illumina HiSeq 2000	13	9	SRR3649920	SRS1493198	GSM2194270	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217508	SRX1832120	Illumina HiSeq 2000	140	104	SRR3649921	SRS1493198	GSM2194270	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217509	SRX1832121	Illumina HiSeq 2000	114	68	SRR3649922	SRS1493199	GSM2194271	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217509	SRX1832121	Illumina HiSeq 2000	16	12	SRR3649923	SRS1493199	GSM2194271	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217509	SRX1832121	Illumina HiSeq 2000	308	219	SRR3649924	SRS1493199	GSM2194271	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217510	SRX1832122	Illumina HiSeq 2000	91	57	SRR3649925	SRS1493200	GSM2194272	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217510	SRX1832122	Illumina HiSeq 2000	13	9	SRR3649926	SRS1493200	GSM2194272	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217510	SRX1832122	Illumina HiSeq 2000	217	156	SRR3649927	SRS1493200	GSM2194272	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217511	SRX1832123	Illumina HiSeq 2000	108	63	SRR3649928	SRS1493201	GSM2194273	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217511	SRX1832123	Illumina HiSeq 2000	20	15	SRR3649929	SRS1493201	GSM2194273	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217511	SRX1832123	Illumina HiSeq 2000	264	187	SRR3649930	SRS1493201	GSM2194273	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217516	SRX1832124	Illumina HiSeq 2000	112	68	SRR3649931	SRS1493202	GSM2194274	adult	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217516	SRX1832124	Illumina HiSeq 2000	18	13	SRR3649932	SRS1493202	GSM2194274	adult	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217516	SRX1832124	Illumina HiSeq 2000	281	199	SRR3649933	SRS1493202	GSM2194274	adult	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217517	SRX1832125	Illumina HiSeq 2000	115	67	SRR3649934	SRS1493203	GSM2194275	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217517	SRX1832125	Illumina HiSeq 2000	18	14	SRR3649935	SRS1493203	GSM2194275	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217517	SRX1832125	Illumina HiSeq 2000	305	216	SRR3649936	SRS1493203	GSM2194275	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217428	SRX1832126	Illumina HiSeq 2000	130	76	SRR3649937	SRS1493204	GSM2194276	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217428	SRX1832126	Illumina HiSeq 2000	19	14	SRR3649938	SRS1493204	GSM2194276	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217428	SRX1832126	Illumina HiSeq 2000	348	248	SRR3649939	SRS1493204	GSM2194276	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217429	SRX1832127	Illumina HiSeq 2000	37	26	SRR3649940	SRS1493205	GSM2194277	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217429	SRX1832127	Illumina HiSeq 2000	9	6	SRR3649941	SRS1493205	GSM2194277	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217429	SRX1832127	Illumina HiSeq 2000	110	78	SRR3649942	SRS1493205	GSM2194277	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217430	SRX1832128	Illumina HiSeq 2000	22	14	SRR3649943	SRS1493206	GSM2194278	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217430	SRX1832128	Illumina HiSeq 2000	4	3	SRR3649944	SRS1493206	GSM2194278	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217430	SRX1832128	Illumina HiSeq 2000	67	47	SRR3649945	SRS1493206	GSM2194278	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217431	SRX1832129	Illumina HiSeq 2000	114	67	SRR3649946	SRS1493207	GSM2194279	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217431	SRX1832129	Illumina HiSeq 2000	22	16	SRR3649947	SRS1493207	GSM2194279	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217431	SRX1832129	Illumina HiSeq 2000	279	197	SRR3649948	SRS1493207	GSM2194279	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217432	SRX1832130	Illumina HiSeq 2000	113	66	SRR3649949	SRS1493208	GSM2194280	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217432	SRX1832130	Illumina HiSeq 2000	24	18	SRR3649950	SRS1493208	GSM2194280	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217432	SRX1832130	Illumina HiSeq 2000	289	205	SRR3649951	SRS1493208	GSM2194280	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217433	SRX1832131	Illumina HiSeq 2000	114	68	SRR3649952	SRS1493209	GSM2194281	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217433	SRX1832131	Illumina HiSeq 2000	20	15	SRR3649953	SRS1493209	GSM2194281	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217433	SRX1832131	Illumina HiSeq 2000	282	200	SRR3649954	SRS1493209	GSM2194281	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217434	SRX1832132	Illumina HiSeq 2000	73	53	SRR3649955	SRS1493212	GSM2194282	adult	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217434	SRX1832132	Illumina HiSeq 2000	17	13	SRR3649956	SRS1493212	GSM2194282	adult	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217434	SRX1832132	Illumina HiSeq 2000	256	182	SRR3649957	SRS1493212	GSM2194282	adult	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217435	SRX1832133	Illumina HiSeq 2000	60	42	SRR3649958	SRS1493210	GSM2194283	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
