Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	cell_type_s	source_name_s	strain_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	ReleaseDate_s	SRA_Study_s
RNA-Seq	252	SAMN04313212	SRX1462017	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	720	239	Homo sapiens	SRR2972649	SRS1188340	GSM1962911	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313211	SRX1462016	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	585	191	Homo sapiens	SRR2972648	SRS1188341	GSM1962910	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313209	SRX1462014	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	399	133	Homo sapiens	SRR2972646	SRS1188342	GSM1962908	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313210	SRX1462015	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	370	122	Homo sapiens	SRR2972647	SRS1188343	GSM1962909	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313208	SRX1462013	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	529	176	Homo sapiens	SRR2972645	SRS1188344	GSM1962907	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313207	SRX1462012	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	283	93	Homo sapiens	SRR2972644	SRS1188345	GSM1962906	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313205	SRX1462010	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	449	150	Homo sapiens	SRR2972642	SRS1188346	GSM1962904	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313206	SRX1462011	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	277	91	Homo sapiens	SRR2972643	SRS1188347	GSM1962905	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313204	SRX1462009	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	496	164	Homo sapiens	SRR2972641	SRS1188348	GSM1962903	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313203	SRX1462008	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	324	105	Homo sapiens	SRR2972640	SRS1188349	GSM1962902	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313202	SRX1462007	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	616	202	Homo sapiens	SRR2972639	SRS1188350	GSM1962901	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313201	SRX1462006	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	634	211	Homo sapiens	SRR2972638	SRS1188351	GSM1962900	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313200	SRX1462005	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	294	94	Homo sapiens	SRR2972637	SRS1188352	GSM1962899	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313199	SRX1462004	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	328	104	Homo sapiens	SRR2972636	SRS1188353	GSM1962898	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313198	SRX1462003	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	570	181	Homo sapiens	SRR2972635	SRS1188354	GSM1962897	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313197	SRX1462002	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	559	179	Homo sapiens	SRR2972634	SRS1188355	GSM1962896	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313196	SRX1462001	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	478	154	Homo sapiens	SRR2972633	SRS1188356	GSM1962895	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
OTHER	43	SAMN04313292	SRX1462085	SINGLE	other	GENOMIC	2015-12-03	2699	1918	Homo sapiens	SRR2972718	SRS1188357	GSM1962979	male	adult	peripheral blood mononuclear cells	peripheral blood mononuclear cells		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313195	SRX1462000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	337	107	Homo sapiens	SRR2972632	SRS1188358	GSM1962894	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313193	SRX1461998	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	565	183	Homo sapiens	SRR2972630	SRS1188359	GSM1962892	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313192	SRX1461997	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	272	86	Homo sapiens	SRR2972629	SRS1188360	GSM1962891	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313191	SRX1461996	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	379	121	Homo sapiens	SRR2972628	SRS1188361	GSM1962890	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313129	SRX1461994	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	503	160	Homo sapiens	SRR2972626	SRS1188362	GSM1962888	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313190	SRX1461995	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	737	233	Homo sapiens	SRR2972627	SRS1188363	GSM1962889	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313128	SRX1461993	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	414	133	Homo sapiens	SRR2972625	SRS1188365	GSM1962887	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313127	SRX1461992	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	481	153	Homo sapiens	SRR2972624	SRS1188366	GSM1962886	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313126	SRX1461991	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	449	143	Homo sapiens	SRR2972623	SRS1188367	GSM1962885	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313125	SRX1461990	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	380	123	Homo sapiens	SRR2972622	SRS1188368	GSM1962884	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313124	SRX1461989	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	381	122	Homo sapiens	SRR2972621	SRS1188369	GSM1962883	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313123	SRX1461988	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	245	78	Homo sapiens	SRR2972620	SRS1188370	GSM1962882	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313122	SRX1461987	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	468	149	Homo sapiens	SRR2972619	SRS1188371	GSM1962881	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313121	SRX1461986	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	297	95	Homo sapiens	SRR2972618	SRS1188372	GSM1962880	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313120	SRX1461985	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	375	121	Homo sapiens	SRR2972617	SRS1188373	GSM1962879	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313119	SRX1461984	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	266	85	Homo sapiens	SRR2972616	SRS1188374	GSM1962878	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313117	SRX1461982	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	311	101	Homo sapiens	SRR2972614	SRS1188375	GSM1962876	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313118	SRX1461983	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	380	121	Homo sapiens	SRR2972615	SRS1188376	GSM1962877	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313116	SRX1461981	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	324	103	Homo sapiens	SRR2972613	SRS1188377	GSM1962875	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313115	SRX1461980	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	220	70	Homo sapiens	SRR2972612	SRS1188378	GSM1962874	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313114	SRX1461979	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	436	137	Homo sapiens	SRR2972611	SRS1188379	GSM1962873	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313113	SRX1461978	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	276	88	Homo sapiens	SRR2972610	SRS1188381	GSM1962872	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313112	SRX1461977	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	285	91	Homo sapiens	SRR2972609	SRS1188382	GSM1962871	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313111	SRX1461976	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	230	72	Homo sapiens	SRR2972608	SRS1188383	GSM1962870	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313109	SRX1461974	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	228	73	Homo sapiens	SRR2972606	SRS1188384	GSM1962868	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313110	SRX1461975	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	238	75	Homo sapiens	SRR2972607	SRS1188385	GSM1962869	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313108	SRX1461973	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	691	220	Homo sapiens	SRR2972605	SRS1188386	GSM1962867	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313107	SRX1461972	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	511	164	Homo sapiens	SRR2972604	SRS1188387	GSM1962866	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313106	SRX1461971	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	423	135	Homo sapiens	SRR2972603	SRS1188388	GSM1962865	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313105	SRX1461970	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	525	169	Homo sapiens	SRR2972602	SRS1188389	GSM1962864	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313104	SRX1461969	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	272	88	Homo sapiens	SRR2972601	SRS1188390	GSM1962863	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313103	SRX1461968	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	286	91	Homo sapiens	SRR2972600	SRS1188391	GSM1962862	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313102	SRX1461967	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	415	133	Homo sapiens	SRR2972599	SRS1188393	GSM1962861	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313262	SRX1461964	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	365	116	Homo sapiens	SRR2972596	SRS1188394	GSM1962858	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313101	SRX1461966	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	243	79	Homo sapiens	SRR2972598	SRS1188395	GSM1962860	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313100	SRX1461965	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	469	149	Homo sapiens	SRR2972597	SRS1188396	GSM1962859	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313261	SRX1461963	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	749	237	Homo sapiens	SRR2972595	SRS1188397	GSM1962857	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313260	SRX1461962	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	800	256	Homo sapiens	SRR2972594	SRS1188398	GSM1962856	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313259	SRX1461961	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	495	159	Homo sapiens	SRR2972593	SRS1188399	GSM1962855	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313257	SRX1461959	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	438	138	Homo sapiens	SRR2972591	SRS1188400	GSM1962853	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313258	SRX1461960	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	548	174	Homo sapiens	SRR2972592	SRS1188401	GSM1962854	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313256	SRX1461958	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	261	84	Homo sapiens	SRR2972590	SRS1188403	GSM1962852	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313255	SRX1461957	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	638	201	Homo sapiens	SRR2972589	SRS1188404	GSM1962851	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313254	SRX1461956	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	354	113	Homo sapiens	SRR2972588	SRS1188405	GSM1962850	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313253	SRX1461955	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	518	165	Homo sapiens	SRR2972587	SRS1188406	GSM1962849	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313252	SRX1461954	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	685	218	Homo sapiens	SRR2972586	SRS1188407	GSM1962848	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313251	SRX1461953	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	453	144	Homo sapiens	SRR2972585	SRS1188408	GSM1962847	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313250	SRX1461952	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	329	104	Homo sapiens	SRR2972584	SRS1188409	GSM1962846	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313249	SRX1461951	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	471	148	Homo sapiens	SRR2972583	SRS1188410	GSM1962845	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313248	SRX1461950	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	241	77	Homo sapiens	SRR2972582	SRS1188411	GSM1962844	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313247	SRX1461949	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	577	182	Homo sapiens	SRR2972581	SRS1188412	GSM1962843	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313245	SRX1461947	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	517	164	Homo sapiens	SRR2972579	SRS1188414	GSM1962841	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313246	SRX1461948	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	583	185	Homo sapiens	SRR2972580	SRS1188415	GSM1962842	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313244	SRX1461946	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	829	265	Homo sapiens	SRR2972578	SRS1188416	GSM1962840	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313243	SRX1461945	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	414	132	Homo sapiens	SRR2972577	SRS1188417	GSM1962839	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313242	SRX1461944	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	562	177	Homo sapiens	SRR2972576	SRS1188418	GSM1962838	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313241	SRX1461943	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	364	115	Homo sapiens	SRR2972575	SRS1188419	GSM1962837	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313240	SRX1461942	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	237	76	Homo sapiens	SRR2972574	SRS1188420	GSM1962836	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313238	SRX1461940	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	884	301	Homo sapiens	SRR2972572	SRS1188421	GSM1962834	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	252	SAMN04313236	SRX1461938	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	947	325	Homo sapiens	SRR2972570	SRS1188422	GSM1962832	male	adult	ex vivo single Tcell	ex.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312695	SRX1461412	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	141	57	Homo sapiens	SRR2972041	SRS1188947	GSM1962306	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312697	SRX1461414	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	165	66	Homo sapiens	SRR2972043	SRS1188946	GSM1962308	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312698	SRX1461415	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	212	86	Homo sapiens	SRR2972044	SRS1188944	GSM1962309	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
