BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	facs_gating_s	tonsil_donor_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	cell_type_s	source_name_s
SAMN03841865	SRX1082309	125	139	SRR2088340	SRS980158	GSM1810775	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841930	SRX1082310	125	139	SRR2088341	SRS980157	GSM1810776	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841931	SRX1082311	121	135	SRR2088342	SRS980156	GSM1810777	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841932	SRX1082312	128	143	SRR2088343	SRS980155	GSM1810778	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841933	SRX1082313	138	154	SRR2088344	SRS980154	GSM1810779	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841934	SRX1082314	91	102	SRR2088345	SRS980153	GSM1810780	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841935	SRX1082315	66	74	SRR2088346	SRS980152	GSM1810781	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841936	SRX1082316	22	25	SRR2088347	SRS980151	GSM1810782	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841937	SRX1082317	19	22	SRR2088348	SRS980150	GSM1810783	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841938	SRX1082318	140	157	SRR2088349	SRS980149	GSM1810784	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841939	SRX1082319	18	21	SRR2088350	SRS980148	GSM1810785	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841940	SRX1082320	130	146	SRR2088351	SRS980146	GSM1810786	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841941	SRX1082321	106	119	SRR2088352	SRS980145	GSM1810787	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841942	SRX1082322	179	199	SRR2088353	SRS980147	GSM1810788	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841943	SRX1082323	99	112	SRR2088354	SRS980144	GSM1810789	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841944	SRX1082324	32	37	SRR2088355	SRS980143	GSM1810790	ILC2	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841945	SRX1082325	18	21	SRR2088356	SRS980142	GSM1810791	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841946	SRX1082326	79	89	SRR2088357	SRS980141	GSM1810792	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841947	SRX1082327	48	55	SRR2088358	SRS980140	GSM1810793	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841948	SRX1082328	73	82	SRR2088359	SRS980139	GSM1810794	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841949	SRX1082329	36	41	SRR2088360	SRS980138	GSM1810795	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841950	SRX1082330	20	22	SRR2088361	SRS980137	GSM1810796	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841951	SRX1082331	23	27	SRR2088362	SRS980135	GSM1810797	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841952	SRX1082332	135	149	SRR2088363	SRS980136	GSM1810798	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841953	SRX1082333	161	176	SRR2088364	SRS980134	GSM1810799	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841955	SRX1082335	156	170	SRR2088366	SRS980133	GSM1810801	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841956	SRX1082336	36	41	SRR2088367	SRS980132	GSM1810802	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841957	SRX1082337	25	27	SRR2088368	SRS980131	GSM1810803	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841686	SRX1082338	46	52	SRR2088369	SRS980130	GSM1810804	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841687	SRX1082339	143	156	SRR2088370	SRS980129	GSM1810805	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841688	SRX1082340	138	151	SRR2088371	SRS980128	GSM1810806	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841689	SRX1082341	163	177	SRR2088372	SRS980126	GSM1810807	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841690	SRX1082342	111	122	SRR2088373	SRS980127	GSM1810808	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841691	SRX1082343	122	134	SRR2088374	SRS980125	GSM1810809	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841692	SRX1082344	145	159	SRR2088375	SRS980124	GSM1810810	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841693	SRX1082345	139	153	SRR2088376	SRS980123	GSM1810811	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841694	SRX1082346	126	138	SRR2088377	SRS980121	GSM1810812	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841695	SRX1082347	93	102	SRR2088378	SRS980122	GSM1810813	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841696	SRX1082348	32	35	SRR2088379	SRS980120	GSM1810814	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841697	SRX1082349	39	43	SRR2088380	SRS980119	GSM1810815	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841698	SRX1082350	93	102	SRR2088381	SRS980118	GSM1810816	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841699	SRX1082351	92	101	SRR2088382	SRS980117	GSM1810817	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841700	SRX1082352	43	47	SRR2088383	SRS980115	GSM1810818	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841701	SRX1082353	76	84	SRR2088384	SRS980114	GSM1810819	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841702	SRX1082354	68	75	SRR2088385	SRS980116	GSM1810820	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841703	SRX1082355	86	95	SRR2088386	SRS980113	GSM1810821	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841704	SRX1082356	61	67	SRR2088387	SRS980112	GSM1810822	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841705	SRX1082357	40	45	SRR2088388	SRS980109	GSM1810823	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841706	SRX1082358	59	65	SRR2088389	SRS980110	GSM1810824	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841708	SRX1082360	162	176	SRR2088391	SRS980111	GSM1810826	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841709	SRX1082361	53	60	SRR2088392	SRS980108	GSM1810827	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841710	SRX1082362	130	142	SRR2088393	SRS980107	GSM1810828	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841711	SRX1082363	72	81	SRR2088394	SRS980106	GSM1810829	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841715	SRX1082364	129	142	SRR2088395	SRS980104	GSM1810830	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841613	SRX1082365	137	149	SRR2088396	SRS980105	GSM1810831	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841614	SRX1082366	115	127	SRR2088397	SRS980103	GSM1810832	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841615	SRX1082367	74	82	SRR2088398	SRS980101	GSM1810833	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841616	SRX1082368	29	33	SRR2088399	SRS980099	GSM1810834	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841712	SRX1082369	57	64	SRR2088400	SRS980102	GSM1810835	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841713	SRX1082370	173	188	SRR2088401	SRS980100	GSM1810836	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841714	SRX1082371	117	128	SRR2088402	SRS980098	GSM1810837	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841617	SRX1082372	104	114	SRR2088403	SRS980097	GSM1810838	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841618	SRX1082373	140	153	SRR2088404	SRS980096	GSM1810839	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841619	SRX1082374	113	124	SRR2088405	SRS980095	GSM1810840	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841620	SRX1082375	137	150	SRR2088406	SRS980094	GSM1810841	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841621	SRX1082376	94	103	SRR2088407	SRS980092	GSM1810842	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841622	SRX1082377	18	20	SRR2088408	SRS980093	GSM1810843	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841623	SRX1082378	53	58	SRR2088409	SRS980091	GSM1810844	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841624	SRX1082379	135	147	SRR2088410	SRS980090	GSM1810845	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841898	SRX1082380	134	146	SRR2088411	SRS980089	GSM1810846	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841899	SRX1082381	121	132	SRR2088412	SRS980087	GSM1810847	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841900	SRX1082382	122	134	SRR2088413	SRS980088	GSM1810848	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841901	SRX1082383	121	133	SRR2088414	SRS980086	GSM1810849	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841902	SRX1082384	90	99	SRR2088415	SRS980085	GSM1810850	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841903	SRX1082385	61	67	SRR2088416	SRS980084	GSM1810851	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841904	SRX1082386	25	28	SRR2088417	SRS980083	GSM1810852	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841905	SRX1082387	138	152	SRR2088418	SRS980081	GSM1810853	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841906	SRX1082388	97	107	SRR2088419	SRS980082	GSM1810854	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841907	SRX1082389	131	144	SRR2088420	SRS980080	GSM1810855	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841909	SRX1082391	17	19	SRR2088422	SRS980079	GSM1810857	ILC1	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841910	SRX1082392	27	31	SRR2088423	SRS980078	GSM1810858	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
